Date,Open,High,Low,Close,Adj Close,Volume
2020-02-03,704.700012,712.799988,695.549988,708.950012,707.150879,11594991
2020-02-04,712.450012,720.599976,710.000000,715.000000,713.185547,9653925
2020-02-05,719.450012,725.650024,715.200012,724.049988,722.212585,7975101
2020-02-06,727.450012,745.000000,723.000000,736.950012,735.079834,9627252
2020-02-07,736.700012,749.200012,734.000000,748.150024,746.251404,8438354
2020-02-10,746.299988,746.799988,739.000000,741.099976,739.219238,4713339
2020-02-11,743.000000,757.099976,742.000000,749.950012,748.046814,7845657
2020-02-12,752.000000,760.700012,751.000000,755.250000,753.333374,6190440
2020-02-13,751.099976,753.450012,742.299988,747.799988,745.902283,5031706
2020-02-14,748.099976,752.549988,732.099976,736.500000,734.630981,6155000
2020-02-17,737.400024,743.099976,730.200012,738.400024,736.526184,4275465
2020-02-18,737.750000,737.750000,724.700012,733.650024,731.788208,5215502
2020-02-19,740.650024,745.099976,735.349976,741.049988,739.169434,4372673
2020-02-20,742.750000,754.000000,737.599976,744.299988,742.411194,7529403
2020-02-24,737.950012,738.400024,723.000000,725.450012,723.609009,6589087
2020-02-25,729.400024,732.000000,722.049988,728.750000,726.900635,5419596
2020-02-26,725.299988,735.750000,722.000000,729.400024,727.548950,7136975
2020-02-27,728.700012,739.450012,716.549988,735.849976,733.982605,8867328
2020-02-28,718.900024,724.700012,691.000000,697.299988,695.530457,16428944
2020-03-02,709.299988,713.250000,675.299988,684.200012,682.463684,13854352
2020-03-03,689.900024,695.799988,675.000000,687.150024,685.406189,11198145
2020-03-04,690.000000,696.000000,668.299988,682.200012,680.468811,14802724
2020-03-05,686.500000,694.000000,675.250000,677.900024,676.179749,10508008
2020-03-06,650.000000,660.799988,641.049988,657.650024,655.981079,12969235
2020-03-09,639.000000,641.849976,615.099976,623.549988,621.967590,14336369
2020-03-11,613.650024,634.400024,612.099976,619.349976,617.778259,11021433
2020-03-12,592.000000,594.000000,528.150024,543.250000,541.871399,29369378
2020-03-13,516.950012,585.650024,451.100006,568.799988,567.356567,25599305
2020-03-16,542.349976,545.000000,502.350006,508.600006,507.309326,21542970
2020-03-17,515.150024,531.299988,477.450012,488.350006,487.110718,20590414
2020-03-18,490.000000,506.049988,392.100006,473.450012,472.248535,36240904
2020-03-19,441.049988,464.950012,423.750000,428.250000,427.163239,33243997
2020-03-20,431.399994,449.700012,414.200012,428.149994,427.063477,30764236
2020-03-23,385.350006,392.000000,302.000000,308.649994,307.866730,37622635
2020-03-24,331.950012,337.500000,291.000000,303.149994,302.380676,50681510
2020-03-25,293.500000,363.750000,286.000000,326.799988,325.970642,51993973
